-6.407001614570617676e-01,-1.895088553428649902e+00,4.825976490974426270e-01,-3.439456224441528320e+00,-5.584632873535156250e+00,7.241425514221191406e+00,-7.817349433898925781e-01,5.183752775192260742e-01,-1.099585145711898804e-01,-6.787876486778259277e-01,3.822110891342163086e-01,3.686198294162750244e-01,-3.598247051239013672e+00,9.782941341400146484e-01,2.614981412887573242e+00
-7.167310714721679688e-01,-2.416277647018432617e+00,-5.207621455192565918e-01,-7.776837348937988281e+00,-4.774274349212646484e+00,1.303124618530273438e+01,-1.890526890754699707e+00,-5.852715969085693359e-01,1.361275166273117065e-01,-4.787907004356384277e-01,-1.847448647022247314e-01,-2.279939129948616028e-03,6.383073806762695312e+00,2.406304776668548584e-01,-6.369124889373779297e+00
-1.948448419570922852e+00,-4.417630195617675781e+00,-6.702392697334289551e-01,-6.732002735137939453e+00,-5.229067325592041016e+00,-5.848368644714355469e+00,2.794081270694732666e-01,3.619233965873718262e-01,9.667631238698959351e-03,-6.754086352884769440e-03,4.658461809158325195e-01,1.890524849295616150e-02,-1.329720115661621094e+01,-1.901249527931213379e+00,-6.569560527801513672e+00
-1.220361113548278809e+00,-5.973185971379280090e-02,-8.590166568756103516e-01,-7.751420974731445312e+00,-3.878194808959960938e+00,1.992565035820007324e+00,-1.584444761276245117e+00,5.428847074508666992e-01,-5.400292947888374329e-02,-4.938105344772338867e-01,3.532662689685821533e-01,-3.226225450634956360e-02,-2.775285005569458008e+00,-3.960488438606262207e-01,-5.972698211669921875e+00
-8.349695205688476562e-01,-3.663425147533416748e-01,-7.248302102088928223e-01,-7.413616180419921875e+00,-4.516740798950195312e+00,1.381348252296447754e+00,-7.966781258583068848e-01,-1.101910471916198730e+00,2.271205559372901917e-02,-5.129926204681396484e-01,3.478192985057830811e-01,-8.164264559745788574e-01,-7.051695346832275391e+00,2.431753128767013550e-01,-6.232721328735351562e+00
-7.492775321006774902e-01,-3.885187674313783646e-03,-8.681276440620422363e-01,-7.845756530761718750e+00,-4.104352474212646484e+00,4.515234947204589844e+00,-1.565670132637023926e+00,-9.384285807609558105e-01,-1.192823201417922974e-01,4.431026279926300049e-01,4.135877490043640137e-01,-1.394824939779937267e-04,4.077877402305603027e-01,-1.234030872583389282e-01,-5.571224689483642578e+00
-9.665929675102233887e-01,1.322265028953552246e+00,-7.941468954086303711e-01,-7.969998359680175781e+00,-4.332800865173339844e+00,6.622560024261474609e+00,-9.745475053787231445e-01,-9.684323072433471680e-01,-1.362778991460800171e-01,-4.729525744915008545e-01,-3.018670976161956787e-01,-3.660006821155548096e-02,-4.047761440277099609e+00,3.491610288619995117e-01,-5.270114421844482422e+00
-1.078137636184692383e+00,1.159234881401062012e+00,-5.553314685821533203e-01,-7.341974258422851562e+00,-4.421981811523437500e+00,8.147427558898925781e+00,-9.406068921089172363e-01,-9.732234477996826172e-01,-1.362778991460800171e-01,-4.559695124626159668e-01,5.656442046165466309e-01,3.543268442153930664e-01,-1.752756357192993164e+00,3.809639215469360352e-01,-3.757727622985839844e+00
-6.696164011955261230e-01,1.079607725143432617e+00,-4.058284759521484375e-01,-6.575245857238769531e+00,-5.721318244934082031e+00,1.267495918273925781e+01,-2.103879451751708984e+00,-1.195783615112304688e+00,-1.362778991460800171e-01,-4.437822103500366211e-01,-8.596815913915634155e-02,2.435506880283355713e-02,6.215482711791992188e+00,3.320525586605072021e-01,3.770772457122802734e+00
-1.895383238792419434e+00,3.251444995403289795e-01,-6.039644479751586914e-01,-6.403638362884521484e+00,-3.675751209259033203e+00,-5.512740612030029297e+00,-4.416454732418060303e-01,-4.485793113708496094e-01,-2.028935588896274567e-02,-7.828738093376159668e-01,4.093950688838958740e-01,-5.682506598532199860e-03,-7.789896488189697266e+00,-1.520513296127319336e+00,-5.674331665039062500e+00
